Title ID (2)	Region (1)	Name	Update Version (3)	FW VERSION (4)	PKG direct link (5)	NoNPDRM mirror	Last Modification Date	File Size	SHA256
PCSE01153	US	Secret of Mana	1.02	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01153/PCSE01153_T1/0f4ab9182e09edbb/UP0082-PCSE01153_00-SECRETOFMANAPSV0-A0102-V0100-b25896dd7e048b848b77825f6f9c9a2e4ab96344-PE.pkg			420284784	a285a8b8a52a8cb4424245e27d9c919c491fc6ab01965e674c547cb41da6720e
PCSE01158	US	Mecho Tales	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01158/PCSE01158_T0/300899445f660437/UP1594-PCSE01158_00-MECHOTALES000000-A0101-V0100-f550de5e31fa5d90f324f0a3703daeb2d0d6f5f0-PE.pkg			44369008	991695031cc4f9836fb77ff27028be36c9d01b5845c6b03fdea5fb9bc06deb74
PCSE01171	US	Digimon Story Cyber Sleuth: Hacker's Memory	1.04	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01171/PCSE01171_T2/a4e4dabed882d493/UP0700-PCSE01171_00-DSHACKERSMEMORY1-A0104-V0100-311fa79eeaef4f5e9405d1069253ef7cb9355e3f-PE.pkg			109683888	ade67458e67aa2d483a936109f958673e05553ccc29df90dcbc53076820619fb
PCSE01172	US	Alteric	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01172/PCSE01172_T0/7145e1711cde9bd4/UP1675-PCSE01172_00-SYPSVALTERIC0000-A0101-V0100-def3b02f043bc6573bf36715b1d022290ae1e45f-PE.pkg			46031952	9b8bc35194f323552ed5bf33d3dd3dba9a61e7329fd5c7d25f34a382df5ec12f
PCSE01177	US	Iconoclasts	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01177/PCSE01177_T2/70296a3667ef06db/UP1274-PCSE01177_00-ICONOCLASTS00000-A0103-V0100-974bcb40e7330c4613a4e128b38cc6ad0ae53a42-PE.pkg			208162672	4e6784824e2e29662529b8254d32b41f716f793070e34bca6158f2d100255630
PCSE01177	US	Iconoclasts	1.04	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01177/PCSE01177_T3/53258536908d3138/UP1274-PCSE01177_00-ICONOCLASTS00000-A0104-V0100-5938b749e0f220f06643d4a63104cbc1365e6788-PE.pkg			208243760	5b9a2adb289f76b3b6acc35d821f834b3cbbd16bf6e9a05dd0eea993973858cc
PCSE01191	US	Xenon Valkyrie+	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01191/PCSE01191_T0/62472254ac309306/UP1778-PCSE01191_00-XENONVALKYRIE000-A0101-V0100-ed65588309b82ebe9a99c7c7ab90492cd5b365dc-PE.pkg			26401200	d731547eeaab00260c8db502f89bf9f64df825d60b2f716252572290a2f1ee77
PCSI00007	US	PlayStation®Mobile Development Assistant	1.15	3.35	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSI00007/PCSI00007_T14/e950d8fe71b12388/IP9100-PCSI00007_00-PSSUITEDEV000000-A0115-V0100-cb04c7271731e00236dcde01f679419195cb1a63-PE.pkg	 		16872592	b6ce66646e879d093e1e6ef4ae240be588b5fe8e1a6d15960f3182f48de198e8
PCSI00013	US	Playstation™Now	2.20	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSI00013/PCSI00013_T8/6a7e259246f6429d/IP9100-PCSI00013_00-SFPROD0000000000-A0220-V0100-183f682cf9a37e27bdfa7ee19fabc73a562d615b-PE.pkg	 		7031168	206698d5f9d53f74a9a522e605799ae744f6015f89f869f6473a4f760f23f6df
PCSC00001	JP	Minna no Golf 6	1.36	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00001/PCSC00001_T45/5a6cfd157ca3831e/JP9000-PCSC00001_00-0011223344556677-A0136-V0100-ac39c56a15b1c8a30980dcd54cec0a94b60cd232-PE.pkg	 		616051968	b57953f012e652e71e7b68053b734d4434a35256cbf63718ab6c92e78f1e1dc2
PCSC00002	JP	GRAVITY DAZE	1.02	1.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00002/PCSC00002_T11/6f8ed6c6af933e36/JP9000-PCSC00002_00-PDJPAP1626313380-A0102-V0100-fb82024ced5b0534e11a454524e9a5c9998b0fb6-PE.pkg	 		104827072	bf5e16ebe960fcecefa2bf8e7ea9029f2ccd76a84b5b243784c6e5fa74525935
PCSC00003	JP	Record of Hero / Yuusha no Kiroku	1.04	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00003/PCSC00003_T5/fe747ab65be182fd/JP9002-PCSC00003_00-YUUSHAMAINAPP001-A0104-V0100-291f2e9396b879f4d5620acc5ea314fd9447b085-PE.pkg			28240560	d212189085e1b795864f02f426e98954903144389c3cd30678169a512c57734b
PCSC00004	JP	Toro's Friend Network (Minna to Issho)	2.62	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00004/PCSC00004_T24/664c1b50c9b15e43/JP9002-PCSC00004_00-0000000000000001-A0262-V0100-93cf765a2bb26bfb08ed07338812d048a87b8710-PE.pkg			207207120	bf0a3d6934de73e32373f86fbbaa80183e35a4209663d65f5c73b9375b99a941
PCSC00005	JP	Uncharted -Chizu naki Bouken no Hajimari-	1.02	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00005/PCSC00005_T4/0a26fbe40bb882a6/JP9000-PCSC00005_00-0000000000000000-A0102-V0100-2e29d89d8e89f2546891933f4ef0b9b0316d882c-PE.pkg	 		396380256	4141e496886a542f44f417c00109d7ac554009167a83aa6e8a4f312e2c4ea372
PCSC00006	JP	WipEout 2048	1.04	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00006/PCSC00006_T8/035872e1a3154381/JP9000-PCSC00006_00-WIPEOUT2048BASE0-A0104-V0100-c98f7094ce7c81865a7ae10f5cdb399a9ddfdc07-PE.pkg	 		260208912	2bd05fa99d8e85a600064953d79d99ca4da78d58dfd43cdb0036f437219496ff
PCSC00008	JP	Star Strike Delta	1.01	1.52	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00008/PCSC00008_T0/84d9a03007ad8651/JP9000-PCSC00008_00-SSDELTA000000000-A0101-V0100-5ae8bd8e72698a578ddb82f493c61ab0a8dfdb03-PE.pkg	 		90756336	4285e1b3291fd0a5ed931eb243f528e8a4edebe05da391a689b04edd07bc11c0
PCSC00010	JP	Unit 13	1.01	1.52	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00010/PCSC00010_T0/89f36d83897287be/JP9000-PCSC00010_00-UNIT13ZIPPER0100-A0101-V0100-bc72724104066c0a6fb6adfd2e9605dfacd8398b-PE.pkg			8926624	ccd250b713e941422bd6ed1a2cf2f992a8ed6eccd4eeddf1e504d750ca37e1e8
PCSC00011	JP	Reality Fighters	1.03	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00011/PCSC00011_T4/11cc7031db25010c/JP9000-PCSC00011_00-TRIAL000000000JP-A0103-V0100-2b0a78d93715f290a6dcb109591705f9d7895f13-PE.pkg	 		54829248	f280dd0148063d5a2529e814503e72e2f3fdb0ba8d91b921296ca0ffb62a1565
PCSC00012	JP	Escape Plan	1.04	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00012/PCSC00012_T4/ac5e8e5fe57148fd/JP9000-PCSC00012_00-ESCPGAMEMASTERJA-A0104-V0101-7b4d61f7ade34365d83ba2de6a9bf3c7b4a8986c-PE.pkg	 		1491157184	6005b3d1fa6d69ce8636ebbf9d846f43d3b0eaac7be922709fb186775fd38d8a
PCSC00013	JP	LittleBigPlanet PS Vita	1.22	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00013/PCSC00013_T23/c78297a36dae2aab/JP9000-PCSC00013_00-LITTLEBIGPLANETV-A0122-V0100-22634e1a185e7b3d427345b0f4b0340e2addb1b9-PE.pkg	 		306946992	71ec047842eb5b270dae4e30e2546c8ffccaaa3074ae8c073763ad67c476339c
PCSC00014	JP	MotorStorm RC	1.01	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00014/PCSC00014_T1/68db3c5dc9b5199b/JP9000-PCSC00014_00-UMOTORSTOR000001-A0101-V0100-6e27dc01246032d6f054f178cbd8803d933be77d-PE.pkg	 		63947888	a4ddfde1d7902ff77adb5394346aad5fb72407f773a40ab258ec7b3e849bb82e
PCSC00017	JP	Resistance: America Saigo no Teikou	1.01	1.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00017/PCSC00017_T1/5095d07b58759165/JP9000-PCSC00017_00-RESISTANCEVITAJA-A0101-V0100-4a6d8ffe1912ccd151e2aeb0f40ffd3bfd6ada20-PE.pkg	 		18945968	a8969b7e04d01c61e6aed520ee157ae2ae0075233bea1341a63edb2c0e5a29f7
PCSC00019	JP	クリフ・ダイビング / Cliff Diving	1.01	1.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00019/PCSC00019_T0/b213923d32963498/JP9000-PCSC00019_00-ARSCLIFFDIVING00-A0101-V0100-e314c8de36c0af5602a964bc3fa47708ed88099d-PE.pkg	 		47540544	fd6ac26897ede6d90171de31863fa57194e6e144200a1be40ce96b1476a3df2e
PCSC00020	JP	テーブル・プレイ・サッカー / Table Play Soccer	1.01	1.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00020/PCSC00020_T0/a4c99fbdcf6421f5/JP9000-PCSC00020_00-TABLEFOOTBALLJP0-A0101-V0100-a08a8a19823e4469ed1f3fc433f380e020b85f46-PE.pkg	 		36996416	fa8380f215c2014e3d4009886cbfca2428bafc2f98608d6b80230487a025be2d
PCSC00023	JP	Table Play Ice Hockey	1.01	2.05	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00023/PCSC00023_T0/c875387b560a73d1/JP9000-PCSC00023_00-TABLEHOCKEYJP000-A0101-V0100-7489da47e70f71d0e37f02045e4b6b5f2c165ca5-PE.pkg			11644512	a3e5f04f0fab2e5a51fbe7348c4769e9889f3ad7e80738bd567d863f916b0fcd
PCSC00024	JP	Sound Shapes	1.14	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00024/PCSC00024_T10/aaa1b401a26ae379/JP9000-PCSC00024_00-SOUNDSHAPES00000-A0114-V0100-36b7352521fe6de691a835f330015fa96ea3f685-PE.pkg	 		252551376	2e44c5b59a6f85f1fe146af3856c08f517d76f2d501cbae08a55f8f3b8cba6bd
PCSC00025	JP	torne PlayStation Vita	2.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00025/PCSC00025_T7/9fab0bbce93c9bc4/JA0003-PCSC00025_00-TORNEVITA0000000-A0202-V0100-344c37702956895c465e429ffb98b3a6646b0feb-PE.pkg			18679472	cc07d9cac6ca6ae47e6f3010a4a5d9036b03569acbfaab5dbb1a5beecc4f7f32
PCSC00032	JP	PlayStation All-Stars Battle Royale	1.12	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00032/PCSC00032_T7/175dae2a5e8813ec/JP9000-PCSC00032_00-PABRRETPSV000000-A0112-V0100-0a6999631bf4f0dabe262d04735b69f249dfa462-PE.pkg			754677584	222b27f221bf50d504b23a533111b8c500a6e13fe8ca82a7ed1a491993894599
PCSC00037	JP	Open Me! (Hako! Open Me)	1.01	2.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00037/PCSC00037_T2/6397f0573478d7b0/JP9000-PCSC00037_00-0000000121203V05-A0101-V0102-941627ea8685d268c69042773c410568d56bcd74-PE.pkg			84230384	17bc4aa0b421e594f3134d34b6b17aa7f42742a8dcb640dd209b114edddccb5d
PCSC00037	JP	Open Me! (Hako! Open Me)	1.01	2.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00037/PCSC00037_T2/6397f0573478d7b0/JP9000-PCSC00037_00-0000000121203V05-A0101-V0102-941627ea8685d268c69042773c410568d56bcd74-PE.pkg			84230384	17bc4aa0b421e594f3134d34b6b17aa7f42742a8dcb640dd209b114edddccb5d
PCSC00039	JP	Soul Sacrifice	1.33	2.50	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00039/PCSC00039_T12/ef682731ee4e2222/JP9000-PCSC00039_00-SOULSACRIFICEJP0-A0133-V0100-5d2b8e95c69033153001c5fab97b8d823974e44e-PE.pkg	 		178855664	51d623202729bbfa5fabb9574e6b1b315f4a29cb9e48e73f0fa4086ca7f5daf6
PCSC00041	JP	Ratchet & Clank: Full Frontal Assault	1.01	2.05	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00041/PCSC00041_T5/92418a863b1077ea/JP9000-PCSC00041_00-RATCHETCLANKFFAV-A0101-V0100-da3d0ae1d4e0b76ac892e5420093905c1ee3ee51-PE.pkg			337247376	15708bbd776b619e701e4a7f326739577b56a41e3b2eaa28ef9a4d7651859d12
PCSC00045	JP	Killzone®: Mercenary	1.02	2.12	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00045/PCSC00045_T13/274492d4efd6dabc/JP9000-PCSC00045_00-KZV0000000000000-A0102-V0101-afc02e53d2a0c3794c3f70beca61f2784d6d9140-PE.pkg			1247293040	6b75ad2dd21a1ab241c94d469aa4f5e61a8f90304ebec339df9bc4f4333ce419
PCSC00045	JP	Killzone®: Mercenary	1.12	2.50	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00045/PCSC00045_T13/274492d4efd6dabc/JP9000-PCSC00045_00-KZV0000000000000-A0112-V0100-0b8d4277317288006a86a80c83f2666f2c0f46a3-PE.pkg			562838752	fff4788f2843b6871ddc42c2a90ab16589e2848ba9da47c29ab8bfa89e9beea9
PCSC00046	JP	Torne (Vita TV)	2.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00046/PCSC00046_T3/de13f1990b8c616c/JA0003-PCSC00046_00-TORNEVITATV00000-A0202-V0100-857a045a833751d6e20477d847319e2c53816640-PE.pkg	 		19488736	0974626cc1e45987c4fab942bffaa7d945849c9613d1d9912c3434847eb46c2a
PCSC00047	JP	勇者のくせにこなまいきだ。Ｇ	1.01	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00047/PCSC00047_T6/7910e097ed356b22/JP9000-PCSC00047_00-KONAMAPKGJPN0001-A0101-V0100-21f58d25f1e999379ddc24e59a2ffd93ae1b35fe-PE.pkg			924512	db1bd4164c06a97a15fad0eb3fc6ef5c369757bb40bb0663977afa90eb2d1af4
PCSC00047	JP	勇者のくせにこなまいきだ。Ｇ	2.02	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00047/PCSC00047_T6/7910e097ed356b22/JP9000-PCSC00047_00-KONAMAPKGJPN0001-A0202-V0100-aad4e0a54e945d56c84196df7db2fc2a23975d6d-PE.pkg			2771824	67683aa71916ac4cd8b4153a3fc53199e72fd1dc1697acb388dbb213056203d9
PCSC00049	JP	Soul Sacrifice Delta	1.30	3.01	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00049/PCSC00049_T6/d7f87f830ccce195/JP9000-PCSC00049_00-SOULSACDELTAJP00-A0130-V0100-883ea7cf8f0ebfb8deb96e908eeda1bd450fe70a-PE.pkg	 		161919056	34521e323d413028689b97de4cab38733613fa1bca0164f11ac345836fa8bb31
PCSC00052	JP	Miku Miku Hockey	1.01	2.60	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00052/PCSC00052_T0/81e7eb71c2a28ff4/JP9002-PCSC00052_00-MIKUMIKUHOCKEY00-A0101-V0100-dc0cbb5e29c536cafdcd92d439bcf086584518b7-PE.pkg	 		56716800	b422cf23428c2bce48c516abf7d94f693efff5ba1bf1fb20e7a0736b0c4bd3b8
PCSC00054	JP	フリーダムウォーズⓇ	1.10	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00054/PCSC00054_T12/631938b9fee4db9c/JP9000-PCSC00054_00-FWGAME0000000000-A0110-V0102-a0258067468fb0ea04e539cdd3de6856d559ca96-PE.pkg			233199376	ef778eed052df5a7e6117f9c98e00b742fdb3086a93b6bf4d1c71af3b66aec0f
PCSC00054	JP	フリーダムウォーズⓇ	1.23	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00054/PCSC00054_T12/631938b9fee4db9c/JP9000-PCSC00054_00-FWGAME0000000000-A0123-V0100-8e85d5bf225821f7a2b9b63f312291be77a9d3bf-PE.pkg			344592704	8c8c91b4c7644f56523ba130a1da7a9f8472f846071c5356732d5e8ae35d7226
PCSC00055	JP	Minna to Issho (Updated Ver)	1.06	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00055/PCSC00055_T13/44c48c5bacf21dd7/JP9002-PCSC00055_00-0000000000000001-A0106-V0100-09d38293b7db4c80f755f2203266de1de16f0eb0-PE.pkg			172070496	8cc101c0d4aebd8ee897c5f10795ca8c1a35b6b20dda3e49d6d8b196af78a8f6
PCSC00058	JP	Doki-Doki Universe	1.02	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00058/PCSC00058_T1/032b5cb165d85484/JP9000-PCSC00058_00-DDU0000000000000-A0102-V0100-49bbfff95cef6178a9582b729af0b37398a6eb11-PE.pkg	 		50647936	0e5f27ce21ffcb9a34c7906ce45c3ec743ca41e51b6a92ad67513c6bc0b9bdf1
PCSC00060	JP	Ore no Shikabane wo Koete Yuke 2	1.08	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00060/PCSC00060_T18/65cf6e60a3fae728/JP9000-PCSC00060_00-ORESHIKA2PRODALL-A0108-V0100-80d9e06890adad26405ab0a47c0c65bd140e49c7-PE.pkg	 		12133008	26c6025d3d2d9dffea31adfd7958c2e224c04d0390f0090ecca052d09003016a
PCSC00064	JP	Tearaway	1.01	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00064/PCSC00064_T0/7f7b7d3761071410/JP9000-PCSC00064_00-TEARAWAY0TRIAL00-A0101-V0100-390feb2e743ef96cb6927b45728f7bb2832f4810-PE.pkg	 		10263824	858f899acd00d8e06bb90b3c1db3210b1ccaaa615b965424355b8864eeeca00d
PCSC00077	JP	Hohokum	1.01	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00077/PCSC00077_T0/a9fdb37666dfdd9d/JP9000-PCSC00077_00-HOHOKUMGAME00001-A0101-V0100-f04ba08b059c764d6b03035e5f554f8cecbb85e1-PE.pkg	 		4461712	67f784990a40aefe219a193d87fe51c5bb2bcbf1a757af57d17f6080fc79abf7
PCSC00078	JP	HELLDIVERS™	4.03	3.36	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00078/PCSC00078_T28/a21b0606b49de484/JP9000-PCSC00078_00-HELLDIVERSSCEJ00-A0403-V0100-cd26b47ca37fa22a44ba700d24d1b096d99bcb08-PE.pkg			1690600208	127104c35abbb2ae470036fe6996bf7ce3a46527128d514492b511c421b38ba9
PCSC00078	JP	HELLDIVERS™	5.06	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00078/PCSC00078_T28/a21b0606b49de484/JP9000-PCSC00078_00-HELLDIVERSSCEJ00-A0506-V0100-b5559da542f9266b0737eb8aa40128f001b73467-PE.pkg			1697666384	1c046502affb9701aeba1ffa292d3f357a5edec4b504a94711346cb0f9eed9dd
PCSC00079	JP	Dead Nation	1.01	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00079/PCSC00079_T0/3f1e12b612ec5455/JP9000-PCSC00079_00-DEADNATIONGAME01-A0101-V0100-9df2abbd16cc320783757805505a649a28eb37b4-PE.pkg			10091808	16b11e5e8f202fe80af50c95101d76216e8c3a8f65c6383c86aa59e40d156ba5
PCSC00080	JP	U-NEXT	2.00	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00080/PCSC00080_T0/c628cc707c855c34/JA0003-PCSC00080_00-UNEXT00000000000-A0200-V0100-f7bef5fb21b9af9564d4bc0fc80a7816b9c1f1df-PE.pkg			36884848	854ae61ad67425dfd20b46e95b1be6b7e89a9d6354169c6149f7848f6109718c
PCSC00083	JP	Entwined	1.01	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00083/PCSC00083_T0/5b5814c3c4452004/JP9000-PCSC00083_00-ETWVITA000000000-A0101-V0100-18acbb7517efd04c1f2f5a8f319756f62672ade1-PE.pkg			18840960	23781d4e6b0bc873b3f2069f59ae3025af32878bf887f4f752efb53f2222b648
PCSC00086	JP	Live from PlayStation	2.01	3.30	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00086/PCSC00086_T14/9a22d6f7ac9b5873/JA0003-PCSC00086_00-LFPS000000000000-A0201-V0100-9bbd6c2b3aaba57de34c7ec370cd020a1863d0f7-PE.pkg	 		5376752	619ada16949397ab949ad215d5817be8e86047411ef5004f12fbb045fea12655
PCSC00097	JP	MonsterBag	1.02	3.36	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC00097/PCSC00097_T1/8fdc139faf3843fd/JP9000-PCSC00097_00-MONSTERBAG000000-A0102-V0100-5c4a8f519bd3ebf932bc5bafbc0636412e9dd902-PE.pkg	 		383284720	d585f0b04ccc316df3f2762eb4774f6ac1a77f04da08d2b588b95b4090298b6b
PCSC80001	JP	Flickr	1.20	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80001/PCSC80001_T1/91b0c31078f1cb5d/JA0003-PCSC80001_00-0000000000000000-A0120-V0100-74df9a2550dd9106e5c220b24d08324c42c82614-PE.pkg	 		7478928	a08ea4b2d8d0c39dd9377e797f0c6a0ee821f0b38d667a110ae8826934185d7b
PCSC80002	JP	LiveTweet For Playstation Vita	2.10	2.50	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80002/PCSC80002_T13/2ab7b73006fa3fca/JA0003-PCSC80002_00-0000000000000000-A0210-V0100-c3208af58fc40a372341a5a72c2c7280c8be1bef-PE.pkg	 		3836192	682e919f4b34e966d36347389d43b27abea282a9fcd3e37a61c037fc74472e7d
PCSC80003	JP	uke-torne（ウケトルネ）™	1.10	2.50	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80003/PCSC80003_T1/1a62775707fc08ef/JA0003-PCSC80003_00-UKETORNE00000000-A0110-V0100-81415c486561fe33038cedb0601ffbc52ef5c27c-PE.pkg	 		13004528	2b12c9a35125466ef472f65919a7e99245fd1bce447627e45e9c7a903407a1a1
PCSC80004	JP	めざまし同盟 / Wake-up Club	1.02	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80004/PCSC80004_T3/7e282088d39c2667/JA0003-PCSC80004_00-0000000000000000-A0102-V0100-73a8ff1c015ff9dd7f1c8026ffe020de0cc9f1ef-PE.pkg	 		58770896	3698fc784d4b07b759a63196e431bc81368ba478925b1ef2ef2ab330c4abbcd7
PCSC80005	JP	Foursquare	1.01	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80005/PCSC80005_T1/78b864d2d9a2f98a/JA0003-PCSC80005_00-ZZZZZZZZZZZZZZZZ-A0101-V0101-d5b9a81407e6975de0951f2b5232c4b14ac131e4-PE.pkg			4882432	fd1e05c7f78d2862bcea0c806badde39a4f410cb4081d82ffe4f2ecae3d5c41b
PCSC80006	JP	トレジャーパーク / Treasure Park	1.02	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80006/PCSC80006_T3/8e9e349589ddbc75/JA0003-PCSC80006_00-TREASUREPARKJP01-A0102-V0100-4d516fa5a743b8d96a3b629f04a4b26b4615859b-PE.pkg	 		2652144	02dc9d23cc877a2d7983a803ce787b07569f7b4a4ccb77000ab496b512c6f88b
PCSC80008	JP	Facebook	1.07	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80008/PCSC80008_T8/b48a348ff2fd745c/JA0003-PCSC80008_00-FB0EU0FULL000100-A0107-V0100-5a9ddc9feed38024a5952ed853377a66b7505f8f-PE.pkg			14279280	37ebfea1e80758399f64932294b59e8211241b75811b7f2e69bd7b7893bee486
PCSC80009	JP	Skype	1.60	2.10	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80009/PCSC80009_T1/9f7612c45a7cef2f/JA0003-PCSC80009_00-SKYPEPSVITA00000-A0160-V0100-8ee53b7423ee5c42f8a35902556dc91d315e9351-PE.pkg			10660192	3892f7a563b7dbc336dff058e78b5e08f5c188ef9ffbc27de429225d1b99539f
PCSC80010	JP	YouTube	2.30	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80010/PCSC80010_T29/b6aaabd110871e6d/JA0003-PCSC80010_00-YOUTUBE000000000-A0230-V0100-f61f969412aed9683940b1fd78185c304dbce36d-PE.pkg			5483568	1f16be9b1498e12945f459dce9a3b716f1b4e52f6d6c4fb26f4bba0be8909d75
PCSC80012	JP	電子書籍Reader™ for PlayStation®Vita	1.62	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80012/PCSC80012_T9/db47e30dd12fad48/JA0001-PCSC80012_00-READERFORPSVITA0-A0162-V0100-f6ce37f6e94da901b156e466c20c396fe4c3642d-PE.pkg	 		21740464	d96cba047315aec851e35c2f18760b2b35cd31344c2c8f9fbaa432e630ba3576
PCSC80016	JP	radiko.jp	2.01	2.50	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80016/PCSC80016_T4/b584f58683a29887/JA0003-PCSC80016_00-RADIKO0000000000-A0201-V0100-3ea3b02d500664d98bf8042639cac755972b9378-PE.pkg	 		4777696	23b7481b05dca04f807efeb98b6c2630fcffdcd02807b6ec185961adc32af884
PCSC80017	JP	naspocket™	1.10	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80017/PCSC80017_T3/8cf69505120a144f/JA0003-PCSC80017_00-NASPOCKET0000001-A0110-V0100-cabc2159dc1013011da54892a43d84c2cb39205f-PE.pkg			9347936	600991f7ec83a8919553cf0d6d89a5304f7b4deb4fec10903a808e690ad9891c
PCSC80017	JP	naspocket™	2.10	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80017/PCSC80017_T3/8cf69505120a144f/JA0003-PCSC80017_00-NASPOCKET0000001-A0210-V0100-572bc6d11e2f50adfd02b0d21dd6e865488ac471-PE.pkg			22161424	8c0eef936255b8707eebb8b09e371fac42ad0479487615c84b185d6ce0a7f11c
PCSC80021	JP	DMM.com	2.00	3.00	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80021/PCSC80021_T0/fb94d100ffd985e8/JA0003-PCSC80021_00-DMM0000000000000-A0200-V0100-debac12588c94098b059a076a51c1a5dfe370ba1-PE.pkg	 		19923792	d617287cb1dc3fd22a58a0041ea23381f17ab851fa281a08de51f6ea0f2ecb0f
PCSC80022	JP	NHKオンデマンド	1.10	3.10	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80022/PCSC80022_T0/e12c5c24cc5d6e7f/JA0003-PCSC80022_00-NHK0000000000000-A0110-V0100-c982c5e0bccb14a9f325faa3386ee6a820772d04-PE.pkg	 		18651088	1ff42c34a0b9bf7cab5cb026f7e48206c44bc13af2a1006daec093e132ec5912
PCSC80028	JP	iKnow!	1.01	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSC80028/PCSC80028_T1/1f3b00d8f6c8a272/JA0003-PCSC80028_00-IKNOW00000000000-A0101-V0100-3a96b3cf07d731af05517ac169aef9c5de79e659-PE.pkg			20752112	fa2c1157cb815e665cc79c6636b9b6da116ecc99590e14dc384f8e1683075177
