Title ID	Region	Name	PKG direct link	zRIF	Content ID	Last Modification Date	Original Name	File Size	SHA256	Required FW
PCSE00380	US	Mutant Mudds Deluxe	http://zeus.dl.playstation.net/cdn/UP2096/PCSE00380_00/WVAnfufUPkHePqtyouOHaxxYpxhlifOppbCAozZxogHIzvXHnHenWIBiBTKEhzuW.pkg	KO5ifR1dQ+eHBhgZWJpBTTW2ANvvG+riEuzi6hMa4RrmGeJoiM9/HteMuO3NPWZFPG3Q8lprwElZaLFsGE0xtAUAdxgTogAA	UP2096-PCSE00380_00-MUDDSDELUXEVITA1	2018-02-07 11:15:10		37085392	1405b82978980148d463c766cc392b0217957f1a4d56da990943c85121674924	2.61
PCSE00381	US	Toukiden: The Age of Demons	MISSING	MISSING	UP4108-PCSE00381_00-PKGTOUKIDEN00000			2000819312		
PCSE00383	US	Borderlands 2	http://zeus.dl.playstation.net/cdn/UP9012/PCSE00383_00/URJJOXqhezLMkDMCeaiFAOxJtJKNlIRqXxPceHUAJgDHYWUMlZyynbMdfqtdtpDZ.pkg	KO5ifR1dQ+eHBlgaGBpBTTW2MAbZ7+Qf5OIa5OPo5xJsFBAcZojPf84Tf7kZ1bLc31ewu/wFz1aV0Rgf3AAApKIU2AAA	UP9012-PCSE00383_00-BORDERLANDS2PSV1	2017-09-26 00:00:00		3411555888	0a5020fbbea5587db5d220f6c3bac6b6d5e0c548bce4456a050b3b59a667f431	3.12
PCSE00384	US	LEGO Ninjago: Nindroids	http://zeus.dl.playstation.net/cdn/UP1018/PCSE00384_00/lqGAlFzCGwoeZGvmhFfYUDQTFhSDRIzsEfeazKmSLWdVdvjQrKWZVwWOsthMYuBH.pkg	KO5ifR1dQ+eHBhgaGFpATTW2MAHZ7+Pq7u/n6efl6O4PthSf/94Gb15/4YoF79V5M4xdP77rHI3xwQ0AkesWCwAA	UP1018-PCSE00384_00-LEGONINJAGO00000	2018-04-24 07:37:36		1413619024	0e8834b38048cfaf3228b15d5580fa40bea8400794f477932db3796dce589c6a	3.15
PCSE00386	US	Backgammon Blitz	http://ares.dl.playstation.net/cdn/UP4437/PCSE00386_00/jMaVaTcBdpYhAhoGJZGYPJPfUJdPIQuDnzeBFIrZXgDAquShmdpJbQLdojJIePAW.pkg	KO5ifR1dQ+eHBpiYGJtDTTW2MAPZH+rk6Ozt7ujr6+8HthOf/youPDCtd1dcvbllT/iqB2tvDvLoYB7p6REASdUV5AAA	UP4437-PCSE00386_00-UBACKGAMMON00001	2018-04-08 23:00:28		154831392	aad03f02f2ddd49cedb6b146cc9ec16a0aa7d66afe3ad7243fd2d3e8ef12b919	3.00
PCSE00387	US	The Swapper	http://zeus.dl.playstation.net/cdn/UP4395/PCSE00387_00/LpQkIzXJTdHcpHtiyXEaGwOwxdMbIZUPVqbvjCDsGVoqeqAcKsMjtYrvpNVuDIPL.pkg	KO5ifR1dQ+eHBpgYW5pCTTW2MAfZH+LhGhzuGBDgGgSxFJ//sh7fcAhe+j54+a7I8Oor05soCy2WDaMphrYAABSbFnUA	UP4395-PCSE00387_00-THESWAPPER000000	2017-09-26 00:00:00		229352096	051f7d05a14495ca3a3d42dfe11fc2a9665bf3f5e004737121867e3531ca673a	3.12
PCSE00388	US	Titan Attacks!	http://zeus.dl.playstation.net/cdn/UP4395/PCSE00388_00/ncVBRtcPAwUgoJltBYoAxtmjrzHhvkPYCVNWBwKXQIlwXIhZCgjrjmNkCFimjmTq.pkg	KO5ifR1dQ+eHBpgYW5pCTTW2sADZH+IZ4ugX4OjsHQZkhAY74vPfoR1XDU8W10yfv825vtcj5D9locWyYTTF0BYAABzVFwUA	UP4395-PCSE00388_00-TITANPACKVITAUSA	2017-09-26 00:00:00		138619728	c362dceae191689a40f0f1723650fe3a1c0f3ade0555f57dcaa21c6b17e3c102	3.01
PCSE00389	US	Putty Squad	http://zeus.dl.playstation.net/cdn/UP4037/PCSE00389_00/QOuwtKrHzXUtIjFwzXbUnxdZkExkVoHVlmCBbZAzGzuuzzqlrGVFAnGBUXWjfTzO.pkg	MISSING	UP4037-PCSE00389_00-PUTTYSQUADPSVUSP	2017-09-26 00:00:00		423217296	db282a86bcef34bb1df8278e6c436b93eb71a20b2106a6362afd6fe28640f81a	3.01
PCSE00390	US	LEGO The Hobbit	http://zeus.dl.playstation.net/cdn/UP1018/PCSE00390_00/fpWNrjVLJZkEBYXwMIIpyISWlAcolXpepHRjyZEPRNAnhfMCDBnEqbqPtCdOkACG.pkg	KO5ifR1dQ+eHBhgaGFpATTW2BNvv4+ru7+Hv5OQZArEUn/+E/k9OuPry/zVDDclJjRmxgaMxPrgBAEH7FKYA	UP1018-PCSE00390_00-LEGOHOBBIT000000	2017-10-23 18:27:21		1654878320	25620822b9d4a3491fc951a0d15857d74cb2848796c61dec14462694e6fbddf6	3.01
PCSE00393	US	Jet Car Stunts	http://zeus.dl.playstation.net/cdn/UP4151/PCSE00393_00/dWZLvCfEiHbFyPSlIjstZVgHiAYHPjCylzBTFQOSPEFPPXxlfTCbczIIHIcADAIy.pkg	MISSING	UP4151-PCSE00393_00-GAME000000000000	2018-01-27 15:29:37		185756592	62324bac69d2eac6fa36d57e8a8c113fe30ea9f897ddb8534a88af05473a662b	3.15
PCSE00394	US	Oddworld: New 'n' Tasty	http://zeus.dl.playstation.net/cdn/UP4134/PCSE00394_00/UP4134-PCSE00394_00-ODDWORLDNEWTASTY_bg_1_6ae12606532dba696e897eb074f126c75b32590a.pkg	KO5ifR1dQ+eHBpgYGptATTW2NAHZ7+/iEu4f5OPi5xoe4hgcEonPf/whu61u6X4TUrr1/Byri/TK0Rgf3AAAG5AUfgAA	UP4134-PCSE00394_00-ODDWORLDNEWTASTY	2017-10-23 16:02:20		1297519456	1ebe17c2c7b36a438141c0825f471e3c05d36d0dbacd0b5be2454d659349c9d5	3.55
PCSE00395	US	Ethan: Meteor Hunter	http://zeus.dl.playstation.net/cdn/UP4425/PCSE00395_00/oAfwcrsVsnMEyCPYeZTCRptJZggcNwCjOTxwnnpMNsVthiyPNakmiMieEIMJIftf.pkg	KO5ifR1dQ+eHBpiYGJlCTTW2NAXZ7xri4ejn6xHmGeIYGgwyAw9Y3b0/WelGoPWuOa+uaQUeURiN8cENAFbFFUMA	UP4425-PCSE00395_00-ETHANMHVITAUS000	2018-06-08 15:18:09		380707600	6678cb14e65be02cd7bfdba274bdc8ca0c4a274bf7dc7252c8307cf18db54df3	3.01
PCSE00396	US	Mahjong World Contest	http://zeus.dl.playstation.net/cdn/UP4384/PCSE00396_00/ZgXxPTExaewqAAAXaWODkEFFWfPdUPyTJlnrVRMwQsYeEScAtrkWTCPfqikJVbPz.pkg	KO5ifR1dQ+eHBpgYW5hATTW2NAPZ7+vo4eXv5x7uDLEzFJ//7kzp/X7orsfBpLOH1bZfP/N9kEcH80hPjwAshRef	UP4384-PCSE00396_00-MAHJONGWC000000U	2018-06-08 15:18:19		146538864	2d046569c8e80f3d942fa743b944251f745c4122596add29e724bffd34800ffc	3.01
PCSE00397	US	TxK	http://zeus.dl.playstation.net/cdn/UP4461/PCSE00397_00/nbTiRdQRPLQAbsUQsaLyuhLmBPSlFBjsGTIZOicPMCuxVpnHxMALMUmqtByBAjsh.pkg	KO5ifR1dQ+eHBpiYmMFMNbY0B9nv4+Po6xjs7xYSEuENshOf/+ad6LR13My52sNH46ju8bbJozE+uAEAoJoUPgAA	UP4461-PCSE00397_00-LLAMASOFTTXK0001	2017-09-26 00:00:00		106576704	12777f8ec596bd8e6e0466955d63f352e88e9f04fe7a37e4c0c4144a10796781	3.01
PCSE00398	US	Senran Kagura: Shinovi Versus	http://zeus.dl.playstation.net/cdn/UP1023/PCSE00398_00/IfuzezuGLNZJuHEEXnnuzMmicTcEiyBaNanuZQhqigEykTkTMCtWyukQaQyBfmxS.pkg	KO5ifR1dQ+eHBhgaGBlDTTW2tADZH+zqF+Tt6B4a7OHpF+YaFIzPfzvc01hzWIK3N5m+1ZVTMlIajfHBDQDyVhKU	UP1023-PCSE00398_00-SENRKAGUSHINVERS	2017-09-26 00:00:00		2061899312	12fef55ccf0e6dad20e75431e817d9f4ae580a9631ea29dbb3b241881363f776	3.15
PCSE00399	US	Danganronpa 2: Goodbye Despair	http://zeus.dl.playstation.net/cdn/UP1063/PCSE00399_00/OHhOMkOOKGWwJyaoJcfrRBkwoDmnQMuLqadbYByjjHEepSUZUhJQAJKOHJEuTOEd.pkg	KO5ifR1dQ+eHBhgamBlDTTW2tATZ7+Lo5+7oF+TvF+Bo5OdoYIjPfxfPs3W01GZstnavOGK17kvFaIwPbgAAGi0VJQAA	UP1063-PCSE00399_00-DANGANRONPA2NA01	2017-09-26 00:00:00		1658124000	474a18394e4b5a9e179d139b828fd8a8693c4c7fe90556730c62f28d9d274506	3.01
PCSE00400	US	HYPERDIMENSION NEPTUNIA: PRODUCING PERFECTION	http://zeus.dl.playstation.net/cdn/UP1063/PCSE00400_00/nRBCTzAfJsfNNruGPUhbBnsTlHCkaERYIpsZveixizVsvxplmAdrgVaaBERdLgMo.pkg	KO5ifR1dQ+eHBhgamBlDTQW6AWS/t6Ovp5enu6ufp4u/j59rAD7/iT5aWJrSnnRdQd4qYEHp3amjMT64AQAdBxSI	UP1063-PCSE00400_00-KAMIJIGENIDOLNEP	2017-09-26 00:00:00		1556817504	7c461d48580f7715b934b3017e20f63c3ce080e993ac176ade3be019d72c05c8	3.12
PCSE00401	US	Deception IV: Blood Ties	http://zeus.dl.playstation.net/cdn/UP4108/PCSE00401_00/buqBotSYWnsuRGNToLGhfezxWKdalNlZPoNBqLhfjDNzBVbVoFUegRMAlVusLSLr.pkg	KO5ifR1dQ+eHBpgYGlhATTUxMATZ7+3o7hrk7xIcALUUn/+0f2+t8ji2622rxYIjDVVh1qMxPrgBAPd7FRcA	UP4108-PCSE00401_00-KAGERODSP0000000	2017-09-26 00:00:00		711071136	f3cf48f0d177b894b94cab4d81cfbab9c53c08ed2aa7491b3cc6d27783a06314	3.01
PCSE00402	US	Hotline Miami 2 Wrong Number	http://zeus.dl.playstation.net/cdn/UP3643/PCSE00402_00/UP3643-PCSE00402_00-HOTLINEMIAMI2000_bg_1_9427b6f726bb51a5ec1850902b772122638bf613.pkg	KO5ifR1dQ+eHBhibmRhDTTUxMALZ7+Ef4uPp5+rr6ejraQQyAw9I2rh1SZDF08DmFUYvt+r23RyN8cENAJcdFXIA	UP3643-PCSE00402_00-HOTLINEMIAMI2000	2017-09-26 00:00:00		388461200	45efc0b958deb4d13c8a25f2c91dff0b3da6cd27b0543ee3438e9495b496c9fd	3.36
PCSE00404	US	FEZ	http://zeus.dl.playstation.net/cdn/UP4427/PCSE00404_00/YxHkhfCeNdvSTZFTQyrKkoSSneHWDoaMFvmbMcTtynunDQrUhNhTjiBRlaWVojYH.pkg	KO5ifR1dQ+eHBpiYGJlDTTUxMAHZ7+YaFeLh6u7o6xrg7xMZEoTPf4FVgmLyfyoqGgt7q3cwJ/hTFlosG2gcHcwjPT0CAKa9FFoA	UP4427-PCSE00404_00-FEZTHEGAMEPOLYTR	2017-09-26 00:00:00		219382864	0e95330b166df6a9e571d860da863057356d1cfcee01211dc23e725c24e472fd	3.01
PCSE00405	US	DYNASTY WARRIORS 8 - Xtreme Legends Complete Edition	http://zeus.dl.playstation.net/cdn/UP4108/PCSE00405_00/YflTAfJAdDPHuQytVHwWQXtuNzZhXUxYrVWmBKXmTHGPiaGGJtGQUsJWLRONKRYL.pkg	KO5ifR1dQ+eHBpgYGlhATTUxMAXZ7xJuER7h4+7o6xoaDLIUn//yak+Gvi9V2e2w8/asa0clr4/G+OAGAJOkFgoA	UP4108-PCSE00405_00-DW8WXLGAMEUS0000	2018-01-27 15:15:39		3558694288	a274ac896f50fa496a318f1eaf2998f615283c518e5795511a6c4dee16ff6048	3.01
PCSE00406	US	Metrico	http://ares.dl.playstation.net/cdn/UP2116/PCSE00406_00/FfZEtNKBjXJwjdQdAGwFbmOMiSdxPygjgmaPqzFpdtokuzEPFwCrHqqvIwfqlfvG.pkg	KO5ifR1dg/J5YfzQACNDQzOoqSYGZiD7fV1Dgjyd/S3CPEMcLUKDLfD5j+mbO3+H7ioh7925x3xj+I8P8uhgHunpEQCB1hOP	UP2116-PCSE00406_00-METRICO8VITA8US8	2017-09-26 00:00:00		709668384	bf9943e4a2219753350b94005475c98288e16f097212ffa250f43cadf21a859b	3.15
PCSE00409	US	MotoGP 13	http://zeus.dl.playstation.net/cdn/UP4008/PCSE00409_00/jjUHwmiPaAlHSRjHkmhoOVVMNFRRPiOZmgQyMyFYGWnsYuLBqCdOsdGfkdUqADSo.pkg	KO5ifR1dQ+eHBgAttoCaamJgCbLf1z/E3z3AEOSs0GCQGXhA85fTkzyEWTeuUJn27pL+3X2jMT64AQBKsxVL	UP4008-PCSE00409_00-MOTOGP13000US000	2017-09-26 00:00:00		1536117920	c2e792320ed931b013cc8022e1b7d9fc40019b313cdc250af537cfd1d8ef69c6	3.15
PCSE00411	US	WRC 4 - FIA WORLD RALLY CHAMPIONSHIP	http://zeus.dl.playstation.net/cdn/UP4008/PCSE00411_00/yglpPLePowtrqmQKMKBDwOYoUHgvvZxAgGhfebCOIAcyQMjenUXrLvHgPlDeVyBu.pkg	KO5ifR1dQ+eHBgAttoCaamJoCLI/PMjZJMwzxNHd0dc1NBhoBh6wzedUGYvZ9+UKkhcqFnya6Tca44MbAADX4hT7	UP4008-PCSE00411_00-WRC4VITAGAMEUS00	2017-09-26 00:00:00		1556101952	0423afdd3847173d0b35513d8899854178b36052200c10aa29c37ffca721ff48	3.15
PCSE00413	US	Broken Sword 5 - the Serpent's Curse: Episode 1	http://zeus.dl.playstation.net/cdn/UP4456/PCSE00413_00/QyHytTCIKUWojjyJJwSQOHOCCFXuSwszKpDlFlqcdLDrAeGpSPDgCeGcbFkMqise.pkg	KO5ifR1dQ+eHBpiYmJpBTTUxNAbZ7xTk7+3qFxzuH+RiGmDo6ofPfxFXY3aaKr+dtdZ0yeR9gtVBozE+uAEAxl8U6QAA	UP4456-PCSE00413_00-BROKENSWORD5P1EN	2017-10-24 03:06:28		1458705504	890ffb3ca0e5b1b1e788c31453892f0a395277377d10b4b3800cffe7bbc928db	3.01
PCSE00414	US	Ultratron	http://zeus.dl.playstation.net/cdn/UP4395/PCSE00414_00/UP4395-PCSE00414_00-DROIDPACKVITAUSA_bg_1_7eb642186cb0a59a6954c7d28d29a5ee957345be.pkg	KO5ifR1dQ+eHBpgYW5pCTTUxNAHZ7xLk7+kS4OjsHeYZ4hga7IjPf4sjBeodavK5tBLYt/kfP1tDWWixbBhNMbQFAH+QFEUA	UP4395-PCSE00414_00-DROIDPACKVITAUSA	2017-09-26 00:00:00		168423776	73765c2afb54962de53092cbdcfca51cc48541184739e2994a597a78203415da	3.36
PCSE00416	US	Putty Squad	MISSING	KO5ifR1dQ+eHBhgZWBhATTUxNAPZHxAaEhIZHBjq6BIQHBYa7ILPf6pKP3drnk+7LXG5511e03WX0Rgf3AAA1rUWIQAA	UP2080-PCSE00416_00-PUTTYSQUADPSVUSD					
PCSE00418	US	NHL	http://zeus.dl.playstation.net/cdn/UT0026/PCSE00418_00/vHYjqzJbaTjrKrXbGvTzmmFooUQRKaxNXBnFHlgSZLyxbueoeMNnQdvYZCnyTiun.pkg	KO5ifR1dQ+eHAq0xMoOaamJoAbLfz8PH3dHX1dnVL8Q1KCA4AJ//Xsnf65IuuF8V+Fs1wbrCZ/lojA9uAADbxxT0	UT0026-PCSE00418_00-NHLGAMECENTERPSP	2017-10-20 05:23:09		15109040	783ac095453710a7dd9e63dff8d187063ae2bbbece5f7f87f87ff320daa3a98a	3.01
PCSE00419	US	Farming Simulator 14	http://zeus.dl.playstation.net/cdn/UP4133/PCSE00419_00/TFMfinQsGRmGtBAlGOxfJhxepgSNbwcxwlUYpduudjBuMwRmIYlPlUFaifgeaokf.pkg	KO5ifR1dQ+eHBpgYGhtDTTUxtATZ7+YY5Ovp5x7s6Rvq4xhiaILPfw4TNU6v0uIWOfXKNnHniV1sozE+uAEAtUMUSgAA	UP4133-PCSE00419_00-FARMINGSIMULAT14	2018-03-22 16:29:32		102215344	16dd61410caecd3152d6ad28395e431bff11e716a6595ca8b33d82495a4bf3b9	3.01
PCSE00420	US	MouseCraft	http://zeus.dl.playstation.net/cdn/UP4395/PCSE00420_00/zbUrxVTVoajMJcLaUDaPKXNuRZwJqTRfMEvwmuKNlUnYrylXAkvNnDWojRSoCpMb.pkg	KO5ifR1dQ+eHBpgYW5pCTTUxAtvv6x8a7Ooc5OgWEuYZAjQMn//4H6u/L5GXTO2NFjghsuDRMspCi2XDaIqhLQAAYoEU0AAA	UP4395-PCSE00420_00-MOUSECRAFTVITA00	2017-09-26 00:00:00		252273984	63646f650d305ef7f22479b5267e474c74c12851a50fb1eb42face2228ecb1d1	3.15
PCSE00421	US	Get Off My Lawn!	http://zeus.dl.playstation.net/cdn/UP2043/PCSE00421_00/GTqJCjsUAOYvXTOpxRSurACFpINYLpHpkbAOFNGLdLkDHkBRVwjTBOJAjIzjbAxv.pkg	KO5ifR1dQ+eHBhgZmBhDTTUxMgTZb4AG8Plv9fxo+bnefUFSZzpX12WItozG+OAGAJ1QEpQA	UP2043-PCSE00421_00-0000000000000000	2017-10-21 19:21:14		563429104	74f2500df83443ff0637106e14523bd27ed1b372d4b32b2e10e76cb1b3217519	3.15
PCSE00422	US	Cel Damage HD	http://zeus.dl.playstation.net/cdn/UP2119/PCSE00422_00/FLZoXxaaOVOBZlkrgBjejYpvQGiKojYXUgdJSdKZaWZYzFnpSCAVBPHGcBlKKGPT.pkg	KO5ifR1dQ+eHBhgZGlpCTTUxMgLZD7LI2dXHxdHX0d01IDgMn/9ygpw901877H0o3vZG8KfnitEYH9wAACocFJ4A	UP2119-PCSE00422_00-0000CELDAMAGEPSV	2017-10-24 13:07:46		584774256	e42b0440ef3b37e48d6fbd35bc678f1996df2d1b94d4897868a2942bb55812d5	3.01
PCSE00423	US	One Piece: Unlimited World Red	http://zeus.dl.playstation.net/cdn/UP0700/PCSE00423_00/IYDIFhSCqrHKPrUkpxZnGYdWOLHMNukRWwfHNXSpaZOtyyMCKBaHtubsLUDPgsES.pkg	KO5ifR1dQ+eHBoBcAjXVxMgYZL9/QGh4kIGBY0CAjyfIUnz+Y2dpPFmR+azqPHvf9prN6dNGY3xwAwD7DRR/	UP0700-PCSE00423_00-OPUWR00APPLI0000	2017-09-26 00:00:00		1668355456	da98b07725ec26f64b8d7e81ed3865f77dd13f36641d9184ca9fde6d83606c63	3.12
PCSE00424	US	Day D Tower Rush	http://zeus.dl.playstation.net/cdn/UP4384/PCSE00424_00/kJpfBPXhiGDFBThZIefZiPaykhpPRcEsXVSCVKRxrgHUXHIummyrRHwHCWeIKbSi.pkg	KO5ifR1dQ+eHBpgYW5hATTUxMgHZ7+IY6RISHhQUGuwBsjMUn/9yNFn1fc3klsmyPX4a1Xi6YTTGBzcAAKg8ExMA	UP4384-PCSE00424_00-DAYDTWRRUSH0000U	2018-06-08 15:31:13		82297072	b1f670d77248796d29a18be64f84dbec8b3da3b27f57c93a53e14be3331fbc02	3.15
PCSE00426	US	Hulu Plus	http://zeus.dl.playstation.net/cdn/UT0008/PCSE00426_00/SNkjKzTnfDOYHXIgZIgRKPUbudLqMufcSOwRiwdhkwvfXXPQWSwZdymhqCAompZl.pkg	KO5ifR1dQ+eHgqyxgJpqYmQGsj802MDN08/RB2ShR6hPKD7/PbW9H5XAv7MxbqeG57X397NHY3xwAwBeIxVS	UT0008-PCSE00426_00-US0FINAL0000HULU	2017-09-26 00:00:00		11556144	b4712541bd5244fad9b01640b3749cccef700e5d1a2cd0feedf4bef0d3c67450	3.01
PCSE00427	US	Arcana Heart 3: LOVEMAX!!!!!	http://zeus.dl.playstation.net/cdn/UP1024/PCSE00427_00/rSbVCiVdSBLisVHuvRUPkNMBIWiqqlPpLdpKJHAlHzZNCzyxxCbFCmchYrrEKeKS.pkg	KO5ifR1dQ+eHBhgaGJlATTUxMgfbH+Ts6Ofo4eoYFGLs4x/mis9/wZyLKs/HlBl1bTB88KXcRWw0xgc3AAC9kxRQ	UP1024-PCSE00427_00-ARCANAHEART3LOVE	2017-09-26 00:00:00		2120636960	8cdd17f273d675257f6427d26573df47fb9f01b09f1509ef3d3213af3f290516	3.15
PCSE00428	US	Akiba's Trip: Undead & Undressed	http://zeus.dl.playstation.net/cdn/UP1023/PCSE00428_00/pAGZLDgJRXBpEgrrSmYNqOgQkvOOJbTOMtfNkmQKgKziSywEKQdOzXtbpUAtIDlW.pkg	KO5ifR1dQ+eHBhgaGBlDTTUxsgDbHxBggAzw+e9mrvLUA8ufCy5u2VV3NuC52WiMD24AAD1RFLoA	UP1023-PCSE00428_00-APP0000000000000	2017-09-26 00:00:00		2723543120	fe05ed0ef9ebd25cadf1c5c9d2188a7125b855f5969cfab28df117d68aed9cfe	3.15
PCSE00429	US	Tales of Hearts R	http://zeus.dl.playstation.net/cdn/UP0700/PCSE00429_00/ehjqaqTAsoyZPNVAdZbGGoOwgDufNEaMjDOgpHSbduyAJLtlpjToGWPbBzgKdVSk.pkg	KO5ifR1dQ+eHBoBcAjXVxMgSZH+Iv0eQW6iPj7ujL8gqA3z+M/fb98IrxV111ueEZ/f44utGY3xwAwA8BBSg	UP0700-PCSE00429_00-TOHRFULLGAME0000	2017-09-26 00:00:00		1686008800	bff6267a1aded6d15ae3bf54350be050f48d2ed4d99f4b99215545a76ef37a8e	3.15
PCSE00430	US	SteamWorld Dig	http://zeus.dl.playstation.net/cdn/UP4473/PCSE00430_00/xzEourihGQAoPvuDAbrocNWOXiayfRKOIfULpoHTfyRjWYXFRFqstrIPRneWGVay.pkg	KO5ifR1dQ+eHBpiYmBtDTTUxBtsfHOLq6BvuH+Tj4uIJshuf/+p2/r34Zl+GzfEaj5+r17HspSy0WDaMphjaAgDgbheD	UP4473-PCSE00430_00-STEAMWORLDDIG000	2017-09-26 00:00:00		73442096	674dccdfa38418aa0ca2f8a5c398df97643f5c83fb00b610bf02bac2f050b59c	3.01
PCSE00431	US	Doodle Kingdom	http://zeus.dl.playstation.net/cdn/UP4384/PCSE00431_00/UP4384-PCSE00431_00-DOODLEKINGDOM00U_bg_1_d69cbc37fbee5968e5bcd5ef96cd433d59839ce8.pkg	KO5ifR1dQ+eHBpgYW5hATTUxNgTZ7+Lv7+Lj6u3p5+7i72tgEIrPfz9y9v2Rvfw4ZPsW35Px6u59ozE+uAEAr/8WEAAA	UP4384-PCSE00431_00-DOODLEKINGDOM00U	2017-09-26 00:00:00		140677936	dd6b6ce75b67fbf569514d0b0ca5f956b0977261e47420e104c1e4ce583ed9d7	3.36
PCSE00432	US	Tiny Troopers Joint Ops	http://zeus.dl.playstation.net/cdn/UP4382/PCSE00432_00/cTfZXuEBoobeQzSmQvOApYjIKcpEwhUNRbUDVuzngTQCTIqzNBTjfmFzyrJWhIdN.pkg	KO5ifR1dQ+eHBpgYWxhBTTUxNgLZHxISHODq7B8QDLHSGJ//JvNsYv1R9ayWf17ctkpG4zOjMT64AQAgHxP3	UP4382-PCSE00432_00-TTSPECOPS0000013	2017-10-24 13:08:39		866407600	6fc0835bb02d6172ae0d35cbaa9ca925b3647a858c9ddad23c42ddf87ba17eef	3.15
PCSE00434	US	Hatsune Miku: Project DIVA f 2nd	http://zeus.dl.playstation.net/cdn/UP0177/PCSE00434_00/RmBuvEURXrLZyCTqWOOxYMlHiFSxLniCvupYFrgskYtqlLATqyXXMfiumwLbpBju.pkg	KO5ifR1dQ+eHBhgYmptDTTUxNgHZH+Dl4mbk6+/rFeIX7OIY6Y/Pf8/1X9VwGOel2010mF+UpxM1GuODGwAA47QTxABl	UP0177-PCSE00434_00-PJDF2MOMJTNSDAYO	2017-09-26 00:00:00		3197367616	3675cd209916becc6d4baa8e1d44ebb01f0b1808f41781f5f116ce8a83a1613d	3.15
PCSE00436	US	The Treasures of Montezuma 4	http://zeus.dl.playstation.net/cdn/UP4235/PCSE00436_00/UP4235-PCSE00436_00-MONTEZUMA400000U_bg_1_02e0514bf4356412b16eeee2f5327e647b8be856.pkg	KO5ifR1dg/J5YfzQABMjY1OoqSbGZiD7fYGWu0aF+jqC3WQQis9/cZq5Wofl/PiW31Cp6vpsLDTIo4N5pKdHAIB1EvsA	UP4235-PCSE00436_00-MONTEZUMA400000U	2018-06-05 23:25:26		294638224	12050b6c9c65032dfc3f543dc697ef588ed200c39e30222e4841714e60ca0bd8	3.52
PCSE00439	US	Gravity Crash Ultra	http://zeus.dl.playstation.net/cdn/UP4470/PCSE00439_00/CFoqrYhJIebpaepIaxldLHvqZfFmddpauWxjNEfhNBfekCQLZUXtSirOgIFimIUk.pkg	KO5ifR1dQ+eHBpiYmBtATTUxtgTZ7+UY7u4c6hMS5Bjs7OpoYIjPfw/9Dk/YvO2ugdKJ/okej6cZjcb44AYAY9gV5AAA	UP4470-PCSE00439_00-JAWGCULTRASCEA01	2018-06-12 04:00:12		89614240	743e80e04db44167dc3f082b3368ad4550b784aa38718e187682ebf45927ec29	3.15
PCSE00441	US	The Keeper of 4 Elements (3.61+!)	MISSING	MISSING	UP4235-PCSE00441_00-KEEPER4ELMNTS00U			91908976		
PCSE00442	US	LEGO Batman 3 - Beyond Gotham	http://zeus.dl.playstation.net/cdn/UP1018/PCSE00442_00/PuAlJwyfeYniCoMAyQAvJIOTRgXYZVftMfOSmVNCGfaIEAHoBxDGKZsmBEEUPymm.pkg	KO5ifR1dQ+eHBhgaGFpATTUxMQLZ7+Pq7u/kGOLr6BfiEeTqaoDPf1o/pl71XuL77YP4gSYRgzcfRmN8cAMAukEWHAAA	UP1018-PCSE00442_00-LEGOBATMANTHREE0	2017-09-26 00:00:00		1586944016	e8d1efd4b930cd132593f1e3162c6430b7914cf991e615b268d774c0af49400d	3.15
PCSE00443	US	Hyperdimension Neptunia Re;Birth1	http://zeus.dl.playstation.net/cdn/UP0031/PCSE00443_00/iJSWlfynbGxoaEocQfFAMYWlwKLACPsEQRwzkDSwhAAJiKfIVqToBtYUbfIyDPIB.pkg	KO5ifR1dQ+eHBgDth5lqYmIMst/PNSAk1M81yNXJMyjEw8AQn/8ypXc0/7M8OqPievpE/co5vKMxPrgBAMMZFOkA	UP0031-PCSE00443_00-NEPTUNEREBIRTH01	2017-09-26 00:00:00		3221248112	dea4f9b6881bfd3b8e4aec1155a0f912d9f1c2cea88788ff19d367d42c1051e1	3.15
PCSE00444	US	Battalion Commander (3.61+!)	MISSING	MISSING	UP4235-PCSE00444_00-BATTALIONCOM000U			55744144		
PCSE00445	US	Alien Shooter	http://zeus.dl.playstation.net/cdn/UP4384/PCSE00445_00/UP4384-PCSE00445_00-ALIENSHOOTER000U_bg_1_9b475d396a66d26b06d5d1b5caee0f8238b7fd8b.pkg	KO5ifR1dQ+eHBpgYW5hATTUxMQXb7+Pp6hfs4e8f4hoENCIUn/+CJqwV+SFSddHXI6vC+PjJK6MxPrgBANQcFPkA	UP4384-PCSE00445_00-ALIENSHOOTER000U	2018-03-29 03:22:59		118151952	e2930222fe55a2802a300eeaf99d10aa1e038c5108f4804795edddd14a7d4be7	3.35
PCSE00446	US	Run Like Hell!	http://zeus.dl.playstation.net/cdn/UP4396/PCSE00446_00/gcRoAOBjhzxsYnuHCBEBcEoUVoZvxxJZzfVJIessQDWCdfvBsJtLQsHHidgWODBg.pkg	MISSING	UP4396-PCSE00446_00-RUNLIKEHELLUS001	2018-01-27 15:23:11		172512512	a2dfcbe5abe9d217bc100f6e61062b827b69d4e8732d1c82d02a4c7233e9fc22	3.15
